sample_id,C,m,sigma_scale,life_cycles
50,9.877554622742386e-11,2.9666867293329062,1.0444706728262263,153506.18152762437
51,1.0206036696804999e-10,2.767529522234946,0.9950394132386975,281143.758799031
52,8.20113041293856e-11,3.00589495823769,1.0199551602649126,179883.57342815772
53,9.293115632296991e-11,3.1757438423139868,0.9729199849283039,120834.70920417325
54,9.148442251878917e-11,2.926645114657155,1.0286047861799241,191761.3973152237
55,8.986677265686392e-11,2.9483108135657745,1.0187865148806179,190189.50854453552
56,9.335863438822384e-11,2.8407140231104444,1.043290850158991,223988.51836305324
57,1.1035143658785021e-10,2.7089786678913184,1.0356730231222244,269921.5104953803
58,8.768802128934487e-11,2.8297280636969777,1.0294367811440572,254647.98751401372
59,1.0529547220407822e-10,2.780710475890125,0.995079129567111,263687.1876513936
60,7.984445019248828e-11,2.7452995423584987,1.0122469613522234,362347.7081908494
61,9.278510371213656e-11,3.062235994199565,1.0531754464225762,125243.48377117437
62,9.756242942500806e-11,2.9172862518025773,0.9673962715298603,220168.25421675903
63,1.0162773438104907e-10,2.9279687580613984,0.9685796110651568,205169.28042270525
64,1.0282777516601141e-10,2.859097763480375,1.0090715698975181,213544.03647229078
65,1.0361613345791929e-10,2.8727128917556564,1.0207639845132728,198174.21572673775
66,9.2652239306415e-11,2.9864550682239335,0.9587946750367997,201040.69583402987
67,9.156142279042016e-11,2.8867662881304788,0.9962618718293346,232238.1712987669
68,1.0423656846006868e-10,2.9430693938024732,0.9953000612885607,177935.83774877337
69,9.41634784811365e-11,2.8703995702154987,0.8892359942198265,325889.3238710326
70,8.375341129595595e-11,2.8557847109267955,0.989020300537062,279948.86688656255
71,8.512044274556659e-11,2.749308583439814,0.9921341083575766,355578.5080610133
72,8.717325805438454e-11,2.6922250937632874,0.991985352858849,400362.70340505807
73,1.0077274314291614e-10,2.86384380989336,1.0707957137288635,181664.14841398867
74,9.736728706627743e-11,2.895649669199323,0.9392100850745563,253410.93911531853
75,1.0262865939905058e-10,2.761386996329121,0.9587688714397694,314546.8964308529
76,9.189837459516928e-11,2.886552513496537,0.8693902100840333,343031.06655711035
77,9.752198103433646e-11,2.8953752562990505,0.975954166691293,226552.11163594495
78,1.0200566778208644e-10,2.6743991993940623,0.9802178222936999,369283.02446972916
79,9.303027321868572e-11,2.79848753405205,0.9745011411832872,302744.7107491476
80,1.0038504228055116e-10,2.930726389373547,1.055383866974188,160427.72334692813
81,8.964551096576015e-11,2.9287058729395747,1.043030876116848,186904.37003676812
82,9.251468307297532e-11,2.774632508360024,1.0038928362133652,297321.9906623729
83,9.233531621761604e-11,2.9058448050499734,0.9814693473230068,229409.91438130414
84,8.451993940234522e-11,2.9922407225360472,1.0513094834053431,164952.53210509635
85,1.0067493581554159e-10,2.96770729589909,0.9990121070082074,171430.73387306844
86,9.149373753405385e-11,2.8804714212986067,0.9590864980540771,263395.90383671626
87,9.611994353978581e-11,2.843202368667571,0.9141875661257725,314736.99093536526
88,1.0061516792549673e-10,2.8270655515665495,0.9779342753052158,258311.15320027998
89,1.0028669928988747e-10,2.936781978290966,1.0377321808586304,166169.77671032623
90,1.0238769704613875e-10,2.909510397314289,1.1138269344771545,141892.27163837347
91,9.505453934870954e-11,2.95294040061022,1.003080517309474,186086.56751758463
92,9.193633620437613e-11,2.903187381312115,0.9617322242439847,246008.49775946833
93,9.523470517529857e-11,2.9718763950347444,0.9407517395857893,214428.8042409015
94,7.980158943400292e-11,2.89945925329577,1.02759774481528,236030.5539510273
95,8.210772026473837e-11,2.968468871613169,0.9117691973807865,275177.49174711714
96,8.330208372139774e-11,2.977082277036664,1.0275172550702445,186163.5398236468
97,8.642643045502577e-11,2.8095473369775186,1.0408855803131456,263515.9525942061
98,9.9837832576545e-11,2.7091855953129254,1.0218139726616433,309274.2375371155
99,8.730740106854342e-11,3.0443492856014553,0.9890169164030721,168612.76766535922
100,9.236963948122186e-11,2.915665873071226,1.0282470326773407,195427.8012516275
101,1.0847259165874624e-10,2.718551410450388,1.008546918556415,288074.3735704844
102,9.257986587781032e-11,2.818618050278129,0.9610938079069704,301024.4554804128
103,1.0308014945728404e-10,2.967187429236983,1.0925206161187513,128556.0990616514
104,8.703727027190518e-11,2.862032316886711,0.9824160310194742,270388.64232004795
105,9.402779944447075e-11,2.8387938580680876,1.0387876150224955,226238.58906994478
106,8.687978827285842e-11,3.0300881860312967,0.8790692858652143,250815.53676700205
107,9.274528247135461e-11,2.785271285361619,1.0638235441390465,245739.58377238413
108,1.04066958119591e-10,2.8101846642245167,1.073438187232729,200381.1595146808
