x,y_upper,y_lower,uy_upper,uy_lower,node_upper,node_lower,dx_match,r,cod,KI
0.0207,1.25e-06,-1.25e-06,1.3839e-06,-1.3801e-06,3137,3134,0.0,0.00030000000000000165,2.764e-06,3655061.8930372573
0.020550000000000002,1.875e-06,-1.875e-06,1.7437e-06,-1.7305e-06,3138,3133,0.0,0.000449999999999999,3.4741999999999997e-06,3751162.5436703833
0.020399999999999998,2.5e-06,-2.5e-06,2.0313000000000004e-06,-2.0258e-06,3139,3132,0.0,0.0006000000000000033,4.0571000000000005e-06,3793651.3164473516
0.02025,3.125e-06,-3.125e-06,2.2826e-06,-2.2741e-06,3140,3131,0.0,0.0007500000000000007,4.5567e-06,3810984.0336721684
0.020100000000000003,3.75e-06,-3.75e-06,2.5069e-06,-2.4995999999999998e-06,3141,3130,0.0,0.000899999999999998,5.0065e-06,3822348.578343011
0.01995,4.3750000000000005e-06,-4.3750000000000005e-06,2.7108000000000004e-06,-2.7044e-06,3142,3129,0.0,0.0010500000000000023,5.4152e-06,3827693.685461436
0.0198,5e-06,-5e-06,2.8995000000000004e-06,-2.8941000000000004e-06,3143,3128,0.0,0.0011999999999999997,5.793600000000001e-06,3830674.128708523
0.019649999999999997,5.6249999999999995e-06,-5.6249999999999995e-06,3.0763e-06,-3.0709e-06,3144,3127,0.0,0.001350000000000004,6.1472e-06,3832020.141228166
0.0195,6.25e-06,-6.25e-06,3.2422e-06,-3.2372e-06,3145,3126,0.0,0.0015000000000000013,6.4794e-06,3831832.2314756624
0.019350000000000003,6.875e-06,-6.875e-06,3.399e-06,-3.3944e-06,3146,3125,0.0,0.0016499999999999987,6.7934e-06,3830562.3782067127
0.0192,7.5e-06,-7.5e-06,3.5481000000000004e-06,-3.5438000000000003e-06,3147,3124,0.0,0.001800000000000003,7.091900000000001e-06,3828632.4396200483
0.01905,8.125000000000001e-06,-8.125000000000001e-06,3.6900000000000002e-06,-3.6864e-06,3148,3123,0.0,0.0019500000000000003,7.3764e-06,3825995.700352948
