     Node ID,     X Coord,     Y Coord,           Y
        6687,  3.9401e+01,  5.9880e-04,  4.5771e-03
        6688,  3.9251e+01,  7.4850e-04,  5.1449e-03
        6689,  3.9102e+01,  8.9820e-04,  5.6549e-03
        6690,  3.8952e+01,  1.0479e-03,  6.1166e-03
        6691,  3.8802e+01,  1.1976e-03,  6.5489e-03
        6692,  3.8653e+01,  1.3473e-03,  6.9497e-03
        6693,  3.8503e+01,  1.4970e-03,  7.3259e-03
        6694,  3.8353e+01,  1.6467e-03,  7.6843e-03
        6695,  3.8204e+01,  1.7964e-03,  8.0265e-03
        6696,  3.8054e+01,  1.9461e-03,  8.3537e-03
        6697,  3.7904e+01,  2.0958e-03,  8.6666e-03
        6698,  3.7754e+01,  2.2455e-03,  8.9678e-03
        6699,  3.7605e+01,  2.3952e-03,  9.2599e-03
        6700,  3.7455e+01,  2.5449e-03,  9.5397e-03
        6701,  3.7305e+01,  2.6946e-03,  9.8131e-03
        6702,  3.7156e+01,  2.8443e-03,  1.0078e-02
        6703,  3.7006e+01,  2.9940e-03,  1.0336e-02
        6704,  3.6856e+01,  3.1437e-03,  1.0587e-02
        6705,  3.6707e+01,  3.2934e-03,  1.0830e-02
        6706,  3.6557e+01,  3.4431e-03,  1.1068e-02
        6707,  3.6407e+01,  3.5928e-03,  1.1300e-02
        6708,  3.6257e+01,  3.7425e-03,  1.1526e-02
        6709,  3.6108e+01,  3.8922e-03,  1.1748e-02
        6710,  3.5958e+01,  4.0419e-03,  1.1965e-02
        6711,  3.5808e+01,  4.1916e-03,  1.2177e-02
        6712,  3.5659e+01,  4.3413e-03,  1.2385e-02
        6713,  3.5509e+01,  4.4910e-03,  1.2589e-02
        6714,  3.5359e+01,  4.6407e-03,  1.2789e-02
        6715,  3.5210e+01,  4.7904e-03,  1.2985e-02
        6716,  3.5060e+01,  4.9401e-03,  1.3178e-02
        6717,  3.4910e+01,  5.0898e-03,  1.3367e-02
        6718,  3.4760e+01,  5.2395e-03,  1.3554e-02
        6719,  3.4611e+01,  5.3892e-03,  1.3737e-02
        6720,  3.4461e+01,  5.5389e-03,  1.3917e-02
        6721,  3.4311e+01,  5.6886e-03,  1.4094e-02
        6722,  3.4162e+01,  5.8383e-03,  1.4268e-02
        6723,  3.4012e+01,  5.9880e-03,  1.4440e-02
        6724,  3.3862e+01,  6.1377e-03,  1.4609e-02
        6725,  3.3713e+01,  6.2874e-03,  1.4775e-02
        6726,  3.3563e+01,  6.4371e-03,  1.4939e-02
        6727,  3.3413e+01,  6.5868e-03,  1.5101e-02
        6728,  3.3263e+01,  6.7365e-03,  1.5260e-02
        6729,  3.3114e+01,  6.8862e-03,  1.5417e-02
        6730,  3.2964e+01,  7.0359e-03,  1.5572e-02
        6731,  3.2814e+01,  7.1856e-03,  1.5725e-02
        6732,  3.2665e+01,  7.3353e-03,  1.5876e-02
        6733,  3.2515e+01,  7.4850e-03,  1.6025e-02
