sample_id,C,m,sigma_scale,life_cycles,a_crit_m,failed_within_grid
211,8.326662990970019e-11,2.9879585341155974,1.0150307403382268,175147161.67127615,31.77035094191044,True
212,9.629406232890641e-11,3.0191686465658676,1.0276938160139415,135056429.40861565,31.36753471012512,True
213,9.135197343999765e-11,3.0678320906719825,0.9933461778994367,141147780.38247836,32.483994814945525,True
214,9.285433829412518e-11,2.803358386134056,0.9939957377465628,261322730.12801462,32.46216526800667,True
215,1.056264751229242e-10,2.8913898209332514,1.0689916164877193,148847745.9832986,30.12015240878896,True
216,1.011659081952377e-10,2.8911277696618662,1.0604760351221443,159352568.88664114,30.36941083207879,True
217,1.0883902183145034e-10,2.8801926431467493,1.0238705286718044,169328047.72154236,31.488104596587558,True
218,9.451674547920096e-11,2.8250737080389867,1.0859554535011464,186672257.87729362,29.61680422875135,True
219,8.931895092796126e-11,2.741443799676893,0.9806777118886791,328111589.6105134,32.91552164093111,True
220,9.38509553579472e-11,2.8992679446029004,1.081148672431469,158604206.16082764,29.759529478147254,True
221,9.832796919620373e-11,2.8131644340452087,1.0271257721767775,218505934.57749638,31.38539157372523,True
222,9.769510424115563e-11,2.8985993480747627,1.1635513061107294,121122534.8360183,27.47596103152855,True
223,8.558987450655968e-11,2.810595645830115,0.9403759036608761,328943976.4877625,34.365653297733935,True
224,9.68687019036276e-11,2.780034165415566,0.9655327373891329,288822216.274241,33.44626667125714,True
225,9.81909919693335e-11,2.91342983603769,1.0209398914100274,174678261.15638852,31.581135566744052,True
226,1.2016775076032564e-10,2.9050921526806497,1.0198617026489496,146119045.50796103,31.615496428080395,True
227,1.1401770826830404e-10,2.9479281971320934,1.097506949208751,110332662.08848597,29.278923960690907,True
228,8.780886383463533e-11,3.1085863766417625,0.9665812658350234,145606328.88799968,33.408985844181274,True
229,9.324111972912791e-11,2.9177289531210846,1.0452459259346942,169325818.85088694,30.82533684671903,True
230,8.195095678236478e-11,2.938508176706413,1.0581231502340998,176310141.92810476,30.438989210668538,True
231,9.032921266595053e-11,2.7822438671132677,1.0352323916110324,250564522.6349473,31.132409932753987,True
232,9.902980803446727e-11,2.7613092559463626,0.951950182903784,308051679.8226147,33.936622033862086,True
233,1.0757619476052705e-10,3.0482829446773336,1.07038794026271,98940032.40401487,30.07965928094632,True
234,8.900079515766136e-11,2.7976520220066696,1.0614662465657707,227352444.0469032,30.34022100029161,True
235,8.972019417534916e-11,2.785605592853136,1.0299792259895189,254002287.9077775,31.29589025095045,True
236,7.538602531450892e-11,2.8860901078783447,1.0102173843604476,251075092.67381504,31.92611406534585,True
237,9.44384071627689e-11,2.880980758662261,1.0113054005022186,202246810.99762952,31.890775503369884,True
238,8.58008216461482e-11,2.799749349355671,0.9960632103880311,283512146.18545055,32.39287391398026,True
239,9.09173814972857e-11,2.85950267812869,1.0320392567126322,208084071.08168203,31.231583034224705,True
240,8.758213652959116e-11,3.0129375717650104,1.001556742647249,163551897.9343651,32.21014809422729,True
241,9.509507947917546e-11,2.8094006391168205,0.9575737512323679,281204898.8374859,33.73191337150005,True
242,7.912580744297634e-11,2.750632751563383,0.9475704177586204,400850520.86486816,34.0977369709216,True
243,8.19163656442465e-11,2.9842593620899796,0.9623981873173854,212347530.26195422,33.55820120906621,True
244,1.1644077227547166e-10,2.9392296911938036,1.0111066121274725,142590172.99802008,31.89722643448897,True
245,8.36407432197693e-11,2.827948137935134,0.9986522081782396,269622851.32652885,32.30650823096763,True
246,8.547085844683546e-11,2.7317832983873083,1.0107671896644375,321257399.3638388,31.908246982547297,True
247,1.1363436987188461e-10,2.815537664356144,1.0250406566773056,189129783.3382833,31.451108326732125,True
248,1.238886448247079e-10,2.884529556315073,0.9686339537041561,174372812.094527,33.336235416214905,True
249,8.475296036327673e-11,3.006567208988382,1.0732830084172673,137960704.88580388,29.995838126702726,True
250,9.246481001483491e-11,2.7863418025130344,0.9866144586476263,279523415.43510085,32.71191804612312,True
251,9.927893328902889e-11,2.8815480118488526,0.9783286507609246,212579206.31338745,32.996766135171455,True
252,1.1259549738629369e-10,2.95751446598949,1.0241193118666225,135586197.35412508,31.480231671100476,True
253,8.652617204708892e-11,2.651873265987808,0.9081744898812464,522977754.65165335,35.64280810166605,True
254,9.364533267895575e-11,2.99337861679389,0.960473277513854,182936909.02194083,33.627301678893964,True
255,1.0346244073019275e-10,2.7717549427793564,1.0490536399345916,215826959.83916652,30.710108629976485,True
256,1.0017375431487955e-10,2.9231995493456937,0.9131289035468945,236001852.77168378,35.43621056434455,True
257,9.238890171619105e-11,2.9146683149610744,1.0558787098466578,166897439.66630715,30.5056497041223,True
258,9.471529954064601e-11,2.9984586391463846,1.0755568283179566,125078288.42858823,29.927170451251072,True
259,8.280100023964818e-11,2.945092438089354,0.9815272331088126,216810633.61309028,32.88623589629525,True
260,9.371353205784322e-11,2.652270950827002,1.0145906383713155,351647801.1374228,31.784531520862238,True
261,9.344268009591403e-11,2.811522075284401,1.0559543542425514,212543479.45307735,30.50339843051994,True
