     Node ID,     X Coord,     Y Coord,           Y
       12107,  6.2400e+01, -5.2500e-03, -1.9140e-02
       12108,  6.2550e+01, -5.1875e-03, -1.9020e-02
       12109,  6.2700e+01, -5.1250e-03, -1.8898e-02
       12110,  6.2850e+01, -5.0625e-03, -1.8776e-02
       12111,  6.3000e+01, -5.0000e-03, -1.8653e-02
       12112,  6.3150e+01, -4.9375e-03, -1.8529e-02
       12113,  6.3300e+01, -4.8750e-03, -1.8404e-02
       12114,  6.3450e+01, -4.8125e-03, -1.8279e-02
       12115,  6.3600e+01, -4.7500e-03, -1.8153e-02
       12116,  6.3750e+01, -4.6875e-03, -1.8026e-02
       12117,  6.3900e+01, -4.6250e-03, -1.7898e-02
       12118,  6.4050e+01, -4.5625e-03, -1.7770e-02
       12119,  6.4200e+01, -4.5000e-03, -1.7640e-02
       12120,  6.4350e+01, -4.4375e-03, -1.7510e-02
       12121,  6.4500e+01, -4.3750e-03, -1.7379e-02
       12122,  6.4650e+01, -4.3125e-03, -1.7247e-02
       12123,  6.4800e+01, -4.2500e-03, -1.7114e-02
       12124,  6.4950e+01, -4.1875e-03, -1.6980e-02
       12125,  6.5100e+01, -4.1250e-03, -1.6845e-02
       12126,  6.5250e+01, -4.0625e-03, -1.6710e-02
       12127,  6.5400e+01, -4.0000e-03, -1.6573e-02
       12128,  6.5550e+01, -3.9375e-03, -1.6435e-02
       12129,  6.5700e+01, -3.8750e-03, -1.6297e-02
       12130,  6.5850e+01, -3.8125e-03, -1.6157e-02
       12131,  6.6000e+01, -3.7500e-03, -1.6016e-02
       12132,  6.6150e+01, -3.6875e-03, -1.5874e-02
       12133,  6.6300e+01, -3.6250e-03, -1.5731e-02
       12134,  6.6450e+01, -3.5625e-03, -1.5587e-02
       12135,  6.6600e+01, -3.5000e-03, -1.5442e-02
       12136,  6.6750e+01, -3.4375e-03, -1.5295e-02
       12137,  6.6900e+01, -3.3750e-03, -1.5148e-02
       12138,  6.7050e+01, -3.3125e-03, -1.4999e-02
       12139,  6.7200e+01, -3.2500e-03, -1.4848e-02
       12140,  6.7350e+01, -3.1875e-03, -1.4697e-02
       12141,  6.7500e+01, -3.1250e-03, -1.4544e-02
       12142,  6.7650e+01, -3.0625e-03, -1.4390e-02
       12143,  6.7800e+01, -3.0000e-03, -1.4234e-02
       12144,  6.7950e+01, -2.9375e-03, -1.4076e-02
       12145,  6.8100e+01, -2.8750e-03, -1.3918e-02
       12146,  6.8250e+01, -2.8125e-03, -1.3757e-02
       12147,  6.8400e+01, -2.7500e-03, -1.3595e-02
       12148,  6.8550e+01, -2.6875e-03, -1.3432e-02
       12149,  6.8700e+01, -2.6250e-03, -1.3266e-02
       12150,  6.8850e+01, -2.5625e-03, -1.3099e-02
       12151,  6.9000e+01, -2.5000e-03, -1.2930e-02
       12152,  6.9150e+01, -2.4375e-03, -1.2759e-02
       12153,  6.9300e+01, -2.3750e-03, -1.2586e-02
       12154,  6.9450e+01, -2.3125e-03, -1.2411e-02
       12155,  6.9600e+01, -2.2500e-03, -1.2234e-02
       12156,  6.9750e+01, -2.1875e-03, -1.2054e-02
       12157,  6.9900e+01, -2.1250e-03, -1.1872e-02
       12158,  7.0050e+01, -2.0625e-03, -1.1688e-02
       12159,  7.0200e+01, -2.0000e-03, -1.1501e-02
       12160,  7.0350e+01, -1.9375e-03, -1.1311e-02
       12161,  7.0500e+01, -1.8750e-03, -1.1119e-02
       12162,  7.0650e+01, -1.8125e-03, -1.0924e-02
       12163,  7.0800e+01, -1.7500e-03, -1.0725e-02
       12164,  7.0950e+01, -1.6875e-03, -1.0523e-02
       12165,  7.1100e+01, -1.6250e-03, -1.0318e-02
       12166,  7.1250e+01, -1.5625e-03, -1.0109e-02
       12167,  7.1400e+01, -1.5000e-03, -9.8958e-03
       12168,  7.1550e+01, -1.4375e-03, -9.6787e-03
       12169,  7.1700e+01, -1.3750e-03, -9.4571e-03
       12170,  7.1850e+01, -1.3125e-03, -9.2308e-03
       12171,  7.2000e+01, -1.2500e-03, -8.9993e-03
       12172,  7.2150e+01, -1.1875e-03, -8.7623e-03
       12173,  7.2300e+01, -1.1250e-03, -8.5193e-03
       12174,  7.2450e+01, -1.0625e-03, -8.2699e-03
       12175,  7.2600e+01, -1.0000e-03, -8.0134e-03
       12176,  7.2750e+01, -9.3750e-04, -7.7491e-03
       12177,  7.2900e+01, -8.7500e-04, -7.4762e-03
       12178,  7.3050e+01, -8.1250e-04, -7.1938e-03
       12179,  7.3200e+01, -7.5000e-04, -6.9008e-03
       12180,  7.3350e+01, -6.8750e-04, -6.5957e-03
       12181,  7.3500e+01, -6.2500e-04, -6.2768e-03
       12182,  7.3650e+01, -5.6250e-04, -5.9418e-03
       12183,  7.3800e+01, -5.0000e-04, -5.5881e-03
       12184,  7.3950e+01, -4.3750e-04, -5.2118e-03
       12185,  7.4100e+01, -3.7500e-04, -4.8041e-03
       12186,  7.4250e+01, -3.1250e-04, -4.3594e-03
       12187,  7.4400e+01, -2.5000e-04, -3.8662e-03
       12188,  7.4550e+01, -1.8750e-04, -3.2900e-03
       12189,  7.4700e+01, -1.2500e-04, -2.5703e-03
       12190,  7.4850e+01, -6.2500e-05, -1.7134e-03
       12191,  7.4850e+01,  6.2500e-05,  1.7628e-03
       12192,  7.4700e+01,  1.2500e-04,  2.5995e-03
       12193,  7.4550e+01,  1.8750e-04,  3.2830e-03
       12194,  7.4400e+01,  2.5000e-04,  3.8522e-03
       12195,  7.4250e+01,  3.1250e-04,  4.3506e-03
       12196,  7.4100e+01,  3.7500e-04,  4.7966e-03
       12197,  7.3950e+01,  4.3750e-04,  5.2049e-03
       12198,  7.3800e+01,  5.0000e-04,  5.5837e-03
       12199,  7.3650e+01,  5.6250e-04,  5.9392e-03
       12200,  7.3500e+01,  6.2500e-04,  6.2754e-03
       12201,  7.3350e+01,  6.8750e-04,  6.5953e-03
       12202,  7.3200e+01,  7.5000e-04,  6.9012e-03
       12203,  7.3050e+01,  8.1250e-04,  7.1948e-03
       12204,  7.2900e+01,  8.7500e-04,  7.4778e-03
       12205,  7.2750e+01,  9.3750e-04,  7.7511e-03
       12206,  7.2600e+01,  1.0000e-03,  8.0158e-03
       12207,  7.2450e+01,  1.0625e-03,  8.2727e-03
       12208,  7.2300e+01,  1.1250e-03,  8.5225e-03
       12209,  7.2150e+01,  1.1875e-03,  8.7657e-03
       12210,  7.2000e+01,  1.2500e-03,  9.0030e-03
       12211,  7.1850e+01,  1.3125e-03,  9.2347e-03
       12212,  7.1700e+01,  1.3750e-03,  9.4612e-03
       12213,  7.1550e+01,  1.4375e-03,  9.6829e-03
       12214,  7.1400e+01,  1.5000e-03,  9.9002e-03
       12215,  7.1250e+01,  1.5625e-03,  1.0113e-02
       12216,  7.1100e+01,  1.6250e-03,  1.0322e-02
       12217,  7.0950e+01,  1.6875e-03,  1.0528e-02
       12218,  7.0800e+01,  1.7500e-03,  1.0730e-02
       12219,  7.0650e+01,  1.8125e-03,  1.0928e-02
       12220,  7.0500e+01,  1.8750e-03,  1.1124e-02
       12221,  7.0350e+01,  1.9375e-03,  1.1317e-02
       12222,  7.0200e+01,  2.0000e-03,  1.1506e-02
       12223,  7.0050e+01,  2.0625e-03,  1.1693e-02
       12224,  6.9900e+01,  2.1250e-03,  1.1878e-02
       12225,  6.9750e+01,  2.1875e-03,  1.2060e-02
       12226,  6.9600e+01,  2.2500e-03,  1.2239e-02
       12227,  6.9450e+01,  2.3125e-03,  1.2417e-02
       12228,  6.9300e+01,  2.3750e-03,  1.2592e-02
       12229,  6.9150e+01,  2.4375e-03,  1.2765e-02
       12230,  6.9000e+01,  2.5000e-03,  1.2936e-02
       12231,  6.8850e+01,  2.5625e-03,  1.3105e-02
       12232,  6.8700e+01,  2.6250e-03,  1.3272e-02
       12233,  6.8550e+01,  2.6875e-03,  1.3438e-02
       12234,  6.8400e+01,  2.7500e-03,  1.3602e-02
       12235,  6.8250e+01,  2.8125e-03,  1.3764e-02
       12236,  6.8100e+01,  2.8750e-03,  1.3924e-02
       12237,  6.7950e+01,  2.9375e-03,  1.4083e-02
       12238,  6.7800e+01,  3.0000e-03,  1.4241e-02
       12239,  6.7650e+01,  3.0625e-03,  1.4396e-02
       12240,  6.7500e+01,  3.1250e-03,  1.4551e-02
       12241,  6.7350e+01,  3.1875e-03,  1.4704e-02
       12242,  6.7200e+01,  3.2500e-03,  1.4856e-02
       12243,  6.7050e+01,  3.3125e-03,  1.5006e-02
       12244,  6.6900e+01,  3.3750e-03,  1.5155e-02
       12245,  6.6750e+01,  3.4375e-03,  1.5303e-02
       12246,  6.6600e+01,  3.5000e-03,  1.5449e-02
       12247,  6.6450e+01,  3.5625e-03,  1.5595e-02
       12248,  6.6300e+01,  3.6250e-03,  1.5739e-02
       12249,  6.6150e+01,  3.6875e-03,  1.5882e-02
       12250,  6.6000e+01,  3.7500e-03,  1.6024e-02
       12251,  6.5850e+01,  3.8125e-03,  1.6165e-02
       12252,  6.5700e+01,  3.8750e-03,  1.6305e-02
       12253,  6.5550e+01,  3.9375e-03,  1.6444e-02
       12254,  6.5400e+01,  4.0000e-03,  1.6582e-02
       12255,  6.5250e+01,  4.0625e-03,  1.6719e-02
       12256,  6.5100e+01,  4.1250e-03,  1.6855e-02
       12257,  6.4950e+01,  4.1875e-03,  1.6990e-02
       12258,  6.4800e+01,  4.2500e-03,  1.7124e-02
       12259,  6.4650e+01,  4.3125e-03,  1.7257e-02
       12260,  6.4500e+01,  4.3750e-03,  1.7389e-02
       12261,  6.4350e+01,  4.4375e-03,  1.7520e-02
       12262,  6.4200e+01,  4.5000e-03,  1.7650e-02
       12263,  6.4050e+01,  4.5625e-03,  1.7780e-02
       12264,  6.3900e+01,  4.6250e-03,  1.7909e-02
       12265,  6.3750e+01,  4.6875e-03,  1.8037e-02
       12266,  6.3600e+01,  4.7500e-03,  1.8164e-02
       12267,  6.3450e+01,  4.8125e-03,  1.8290e-02
       12268,  6.3300e+01,  4.8750e-03,  1.8416e-02
       12269,  6.3150e+01,  4.9375e-03,  1.8540e-02
       12270,  6.3000e+01,  5.0000e-03,  1.8664e-02
       12271,  6.2850e+01,  5.0625e-03,  1.8788e-02
       12272,  6.2700e+01,  5.1250e-03,  1.8910e-02
       12273,  6.2550e+01,  5.1875e-03,  1.9032e-02
       12274,  6.2400e+01,  5.2500e-03,  1.9153e-02
       12275,  6.2250e+01,  5.3125e-03,  1.9273e-02
       12276,  6.2100e+01,  5.3750e-03,  1.9393e-02
       12277,  6.1950e+01,  5.4375e-03,  1.9512e-02
       12278,  6.1800e+01,  5.5000e-03,  1.9630e-02
       12279,  6.1650e+01,  5.5625e-03,  1.9748e-02
       12280,  6.1500e+01,  5.6250e-03,  1.9865e-02
       12281,  6.1350e+01,  5.6875e-03,  1.9981e-02
       12282,  6.1200e+01,  5.7500e-03,  2.0097e-02
       12283,  6.1050e+01,  5.8125e-03,  2.0212e-02
       12284,  6.0900e+01,  5.8750e-03,  2.0326e-02
       12285,  6.0750e+01,  5.9375e-03,  2.0440e-02
       12286,  6.0600e+01,  6.0000e-03,  2.0553e-02
       12287,  6.0450e+01,  6.0625e-03,  2.0666e-02
       12288,  6.0300e+01,  6.1250e-03,  2.0778e-02
       12289,  6.0150e+01,  6.1875e-03,  2.0890e-02
       12290,  6.0000e+01,  6.2500e-03,  2.1000e-02
       12291,  5.9850e+01,  6.3125e-03,  2.1111e-02
       12292,  5.9700e+01,  6.3750e-03,  2.1220e-02
       12293,  5.9550e+01,  6.4375e-03,  2.1329e-02
       12294,  5.9400e+01,  6.5000e-03,  2.1438e-02
       12295,  5.9250e+01,  6.5625e-03,  2.1546e-02
       12296,  5.9100e+01,  6.6250e-03,  2.1653e-02
       12297,  5.8950e+01,  6.6875e-03,  2.1760e-02
       12298,  5.8800e+01,  6.7500e-03,  2.1867e-02
       12299,  5.8650e+01,  6.8125e-03,  2.1972e-02
       12300,  5.8500e+01,  6.8750e-03,  2.2078e-02
       12301,  5.8350e+01,  6.9375e-03,  2.2182e-02
       12302,  5.8200e+01,  7.0000e-03,  2.2287e-02
       12303,  5.8050e+01,  7.0625e-03,  2.2390e-02
       12304,  5.7900e+01,  7.1250e-03,  2.2493e-02
       12305,  5.7750e+01,  7.1875e-03,  2.2596e-02
       12306,  5.7600e+01,  7.2500e-03,  2.2698e-02
       12307,  5.7450e+01,  7.3125e-03,  2.2800e-02
       12308,  5.7300e+01,  7.3750e-03,  2.2901e-02
       12309,  5.7150e+01,  7.4375e-03,  2.3002e-02
       12310,  5.7000e+01,  7.5000e-03,  2.3102e-02
       12311,  5.6850e+01,  7.5625e-03,  2.3201e-02
       12312,  5.6700e+01,  7.6250e-03,  2.3301e-02
       12313,  5.6550e+01,  7.6875e-03,  2.3399e-02
       12314,  5.6400e+01,  7.7500e-03,  2.3498e-02
       12315,  5.6250e+01,  7.8125e-03,  2.3595e-02
       12316,  5.6100e+01,  7.8750e-03,  2.3692e-02
       12317,  5.5950e+01,  7.9375e-03,  2.3789e-02
       12318,  5.5800e+01,  8.0000e-03,  2.3886e-02
       12319,  5.5650e+01,  8.0625e-03,  2.3981e-02
       12320,  5.5500e+01,  8.1250e-03,  2.4077e-02
       12321,  5.5350e+01,  8.1875e-03,  2.4172e-02
       12633,  7.5000e+01,  0.0000e+00, -8.0272e-06
